schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
ColorPalette,executable Python typed schema,cloud/paid,code-inferred,high,"name: str = Field(..., description='Name of the color palette', examples=['PASTEL'])",,BaseModel,comfy_api_nodes/apis/__init__.py,944,ColorPalette,COMFY-FORMAT-SCHEMA-0245,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ColorPalette.
ComfyNode,executable Python typed schema,cloud/paid,test-backed,high,"category: Optional[str] = Field(None, description='UI category where the node is listed, used for grouping nodes.') | comfy_node_name: Optional[str] = Field(None, description='Unique identifier for the node') | deprecated: Optional[bool] = Field(None, description='Indicates if the node is deprecated. Deprecated nodes are hidden in the UI.') | description: Optional[str] = Field(None, description=""Brief description of the node's functionality or purpose."") | experimental: Optional[bool] = Field(None, description='Indicates if the node is experimental, subject to changes or removal.') | function: Optional[str] = Field(None, description='Name of the entry-point function to execute the node.') | input_types: Optional[str] = Field(None, description='Defines input parameters') | output_is_list: Optional[List[bool]] = Field(None, description='Boolean values indicating if each output is a list.') | return_names: Optional[str] = Field(None, description='Names of the outputs for clarity in workflows.') | return_types: Optional[str] = Field(None, description='Specifies the types of outputs produced by the node.')",,BaseModel,comfy_api_nodes/apis/__init__.py,276,ComfyNode,COMFY-FORMAT-SCHEMA-0246,tests/execution/testing_nodes/testing-pack/api_test_nodes.py | tests/execution/testing_nodes/testing-pack/async_test_nodes.py | tests/execution/testing_nodes/testing-pack/specific_tests.py,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ComfyNode.
ComfyNodeCloudBuildInfo,executable Python typed schema,cloud/paid,code-inferred,high,build_id: Optional[str] = None | location: Optional[str] = None | project_id: Optional[str] = None | project_number: Optional[str] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,310,ComfyNodeCloudBuildInfo,COMFY-FORMAT-SCHEMA-0247,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ComfyNodeCloudBuildInfo.
ComputerToolCall,executable Python typed schema,cloud/paid,code-inferred,high,"action: Dict[str, Any] = <required> | call_id: str = Field(..., description='An identifier used when responding to the tool call with output.\n') | id: str = Field(..., description='The unique ID of the computer call.') | status: Status1 = Field(..., description='The status of the item. One of `in_progress`, `completed`, or\n`incomplete`. Populated when items are returned via API.\n') | type: Type = Field(..., description='The type of the computer call. Always `computer_call`.')",,BaseModel,comfy_api_nodes/apis/__init__.py,327,ComputerToolCall,COMFY-FORMAT-SCHEMA-0248,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ComputerToolCall.
ComputerUsePreviewTool,executable Python typed schema,cloud/paid,code-inferred,high,"display_height: int = Field(..., description='The height of the computer display.') | display_width: int = Field(..., description='The width of the computer display.') | environment: Environment = Field(..., description='The type of computer environment to control.') | type: Literal['ComputerUsePreviewTool'] = Field(..., description='The type of the computer use tool. Always `computer_use_preview`.')",,BaseModel,comfy_api_nodes/apis/__init__.py,355,ComputerUsePreviewTool,COMFY-FORMAT-SCHEMA-0249,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ComputerUsePreviewTool.
Controls,executable Python typed schema,cloud/paid,code-inferred,high,"artistic_level: Optional[int] = Field(None, description='Defines artistic tone of your image. At a simple level, the person looks straight at the camera in a static and clean style. Dynamic and eccentric levels introduce movement and creativity.', ge=0, le=5) | background_color: Optional[RGBColor] = None | colors: Optional[List[RGBColor]] = Field(None, description='An array of preferable colors') | no_text: Optional[bool] = Field(None, description='Do not embed text layouts')",,BaseModel,comfy_api_nodes/apis/__init__.py,2503,Controls,COMFY-FORMAT-SCHEMA-0250,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Controls.
CreateAPIKeyRequest,executable Python typed schema,cloud/paid,code-inferred,high,description: Optional[str] = None | name: str = <required>,,BaseModel,comfy_api_nodes/apis/__init__.py,367,CreateAPIKeyRequest,COMFY-FORMAT-SCHEMA-0251,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema CreateAPIKeyRequest.
Customer,executable Python typed schema,cloud/paid,code-inferred,high,"createdAt: Optional[datetime] = Field(None, description='The date and time the user was created') | email: Optional[str] = Field(None, description='The email address for this user') | has_fund: Optional[bool] = Field(None, description='Whether the user has funds') | id: str = Field(..., description='The firebase UID of the user') | is_admin: Optional[bool] = Field(None, description='Whether the user is an admin') | metronome_id: Optional[str] = Field(None, description='The Metronome customer ID') | name: Optional[str] = Field(None, description='The name for this user') | stripe_id: Optional[str] = Field(None, description='The Stripe customer ID') | updatedAt: Optional[datetime] = Field(None, description='The date and time the user was last updated')",,BaseModel,comfy_api_nodes/apis/__init__.py,372,Customer,COMFY-FORMAT-SCHEMA-0252,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Customer.
CustomerStorageResourceResponse,executable Python typed schema,cloud/paid,code-inferred,high,"download_url: Optional[str] = Field(None, description='The signed URL to use for downloading the file from the specified path') | existing_file: Optional[bool] = Field(None, description='Whether an existing file with the same hash was found') | expires_at: Optional[datetime] = Field(None, description='When the signed URL will expire') | upload_url: Optional[str] = Field(None, description='The signed URL to use for uploading the file to the specified path')",,BaseModel,comfy_api_nodes/apis/__init__.py,388,CustomerStorageResourceResponse,COMFY-FORMAT-SCHEMA-0253,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema CustomerStorageResourceResponse.
Data,executable Python typed schema,cloud/paid,test-backed,high,"created_at: Optional[int] = Field(None, description='Task creation time') | task_id: Optional[str] = Field(None, description='Task ID') | task_info: Optional[TaskInfo] = None | task_result: Optional[TaskResult] = None | task_status: Optional[KlingTaskStatus] = None | updated_at: Optional[int] = Field(None, description='Task update time')",,BaseModel,comfy_api_nodes/apis/__init__.py,5054,Data,COMFY-FORMAT-SCHEMA-0254,tests-unit/comfy_api_test/video_types_test.py | tests-unit/utils/extra_config_test.py,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Data.
