node_identifier,class_name,display_name,category,product,classification,availability,evidence_level,confidence,schema_api,schema_source,inputs,outputs,input_is_list,output_is_list,lazy_inputs,output_node,execution_function,validation,caching,change_detection,execution_blocking,error_behavior,source_file,source_symbol,source_line,test_evidence,registration_evidence,feature_id
SaveAudioMP3,SaveAudioMP3,Save Audio (MP3) (DEPRECATED),audio,ComfyUI,built-in node,deprecated/dead,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAudioMP3', search_aliases=['export mp3'], display_name='Save Audio (MP3) (DEPRECATED)', category='audio', essentials_category='Audio', inputs=[IO.Audio.Input('audio'), IO.String.Input('filename_prefix', default='audio/ComfyUI'), IO.Combo.Input('quality', options=['V0', '128k', '320k'], default='V0')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_deprecated=True, is_output_node=True, outputs=[IO.Audio.Output('audio')])","IO.Audio.Input:audio | IO.String.Input:filename_prefix(default='audio/ComfyUI') | IO.Combo.Input:quality(options=['V0', '128k', '320k'];default='V0')",IO.Audio.Output:audio,False,[false],False,True,SaveAudioMP3.execute (comfy_extras/nodes_audio.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,class raises: ValueError('SaveAudioMP3: input audio is None (source video may have no audio track).'); uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_audio.py,SaveAudioMP3,184,,ComfyExtension.get_node_list,COMFY-NODE-0590
SaveAudioOpus,SaveAudioOpus,Save Audio (Opus) (DEPRECATED),audio,ComfyUI,built-in node,deprecated/dead,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveAudioOpus', search_aliases=['export opus'], display_name='Save Audio (Opus) (DEPRECATED)', category='audio', inputs=[IO.Audio.Input('audio'), IO.String.Input('filename_prefix', default='audio/ComfyUI'), IO.Combo.Input('quality', options=['64k', '96k', '128k', '192k', '320k'], default='128k')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_deprecated=True, is_output_node=True, outputs=[IO.Audio.Output('audio')])","IO.Audio.Input:audio | IO.String.Input:filename_prefix(default='audio/ComfyUI') | IO.Combo.Input:quality(options=['64k', '96k', '128k', '192k', '320k'];default='128k')",IO.Audio.Output:audio,False,[false],False,True,SaveAudioOpus.execute (comfy_extras/nodes_audio.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,class raises: ValueError('SaveAudioOpus: input audio is None (source video may have no audio track).'); uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_audio.py,SaveAudioOpus,216,,ComfyExtension.get_node_list,COMFY-NODE-0591
SaveGLB,SaveGLB,Save 3D Model,3d,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveGLB', display_name='Save 3D Model', search_aliases=['export 3d model', 'save mesh'], category='3d', essentials_category='Basics', is_output_node=True, inputs=[IO.MultiType.Input(IO.Mesh.Input('mesh'), types=[IO.File3DGLB, IO.File3DGLTF, IO.File3DOBJ, IO.File3DFBX, IO.File3DSTL, IO.File3DUSDZ, IO.File3DPLY, IO.File3DSPLAT, IO.File3DSPZ, IO.File3DKSPLAT, IO.File3DSplatAny, IO.File3DPointCloudAny, IO.File3DAny], tooltip='Mesh or 3D file to save'), IO.String.Input('filename_prefix', default='3d/ComfyUI')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo])",IO.MultiType.Input: | IO.String.Input:filename_prefix(default='3d/ComfyUI') | IO.Mesh.Input:mesh,[],False,[],False,True,SaveGLB.execute (comfy_extras/nodes_save_3d.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_save_3d.py,SaveGLB,320,,ComfyExtension.get_node_list,COMFY-NODE-0592
SaveImage,SaveImage,Save Image,image,ComfyUI,built-in node,active,test-backed,high,V1,"nodes.py:SaveImage.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'images': ('IMAGE', {'tooltip': 'The images to save.'}), 'filename_prefix': ('STRING', {'default': 'ComfyUI', 'tooltip': 'The prefix for the file to save. This may include formatting information such as %date:yyyy-MM-dd% or %Empty Latent Image.width% to include values from nodes.'})}, 'hidden': {'prompt': 'PROMPT', 'extra_pnginfo': 'EXTRA_PNGINFO'}} | nodes.py:SaveImage.RETURN_TYPES=('IMAGE',) | nodes.py:SaveImage.RETURN_NAMES=('images',) | nodes.py:SaveImage.FUNCTION='save_images'","@classmethod def INPUT_TYPES(s): return {'required': {'images': ('IMAGE', {'tooltip': 'The images to save.'}), 'filename_prefix': ('STRING', {'default': 'ComfyUI', 'tooltip': 'The prefix for the file to save. This may include formatting information such as %date:yyyy-MM-dd% or %Empty Latent Image.width% to include values from nodes.'})}, 'hidden': {'prompt': 'PROMPT', 'extra_pnginfo': 'EXTRA_PNGINFO'}}","('IMAGE',) names=('images',)",False,False,False,True,save_images,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,nodes.py,SaveImage,1643,tests/execution/test_async_nodes.py | tests/execution/test_execution.py | tests/execution/test_public_api.py | tests/inference/graphs/default_graph_sdxl1_0.json | tests/inference/test_inference.py,NODE_CLASS_MAPPINGS,COMFY-NODE-0593
SaveImageAdvanced,SaveImageAdvanced,Save Image (Advanced),image,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveImageAdvanced', search_aliases=['save', 'save image', 'export image', 'output image', 'write image'], display_name='Save Image (Advanced)', description='Saves the input images to your ComfyUI output directory.', category='image', essentials_category='Basics', inputs=[IO.Image.Input('images', tooltip='The images to save.'), IO.String.Input('filename_prefix', default='ComfyUI', tooltip='The prefix for the file to save. May include formatting tokens such as %date:yyyy-MM-dd% or %Empty Latent Image.width%.'), IO.DynamicCombo.Input('format', options=[IO.DynamicCombo.Option('png', [IO.Combo.Input('bit_depth', options=['8-bit', '16-bit'], default='8-bit', advanced=True), IO.Combo.Input('input_color_space', options=['sRGB'], default='sRGB', advanced=True)]), IO.DynamicCombo.Option('exr', [IO.Combo.Input('bit_depth', options=['32-bit float'], default='32-bit float', advanced=True), IO.Combo.Input('input_color_space', options=['sRGB', 'HDR', 'linear'], default='sRGB', advanced=True, tooltip='Colorspace of the input tensor. The EXR is always written as scene-linear in the matching gamut.\nsRGB — input is sRGB-encoded Rec.709; the inverse sRGB EOTF is applied.\nHDR — input is HLG-encoded Rec.2020 (BT.2100); the inverse HLG OETF is applied to get scene-linear light.\nlinear — input is already scene-linear (Rec.709 primaries); written through unchanged. Use this for renderer/compositor output.')])], tooltip='The file format in which to save the image.')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_output_node=True, outputs=[IO.Image.Output(display_name='images')])","IO.Image.Input:images | IO.String.Input:filename_prefix(default='ComfyUI') | IO.DynamicCombo.Input:format(options=[IO.DynamicCombo.Option('png', [IO.Combo.Input('bit_depth', options=['8-bit', '16-bit'], default='8-bit', advanced=True), IO.Combo.Input('input_color_space', options=['sRGB'], default='sRGB', advanced=True)]), IO.DynamicCombo.Option('exr', [IO.Combo.Input('bit_depth', options=['32-bit float'], default='32-bit float', advanced=True), IO.Combo.Input('input_color_space', options=['sRGB', 'HDR', 'linear'], default='sRGB', advanced=True, tooltip='Colorspace of the input tensor. The EXR is always written as scene-linear in the matching gamut.\nsRGB — input is sRGB-encoded Rec.709; the inverse sRGB EOTF is applied.\nHDR — input is HLG-encoded Rec.2020 (BT.2100); the inverse HLG OETF is applied to get scene-linear light.\nlinear — input is already scene-linear (Rec.709 primaries); written through unchanged. Use this for renderer/compositor output.')])]) | IO.Combo.Input:bit_depth(options=['8-bit', '16-bit'];default='8-bit';advanced=True) | IO.Combo.Input:input_color_space(options=['sRGB'];default='sRGB';advanced=True) | IO.Combo.Input:bit_depth(options=['32-bit float'];default='32-bit float';advanced=True) | IO.Combo.Input:input_color_space(options=['sRGB', 'HDR', 'linear'];default='sRGB';advanced=True)",IO.Image.Output:(display_name='images'),False,[false],False,True,SaveImageAdvanced.execute (comfy_extras/nodes_images.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_images.py,SaveImageAdvanced,1144,,ComfyExtension.get_node_list,COMFY-NODE-0594
SaveImageDataSetToFolder,SaveImageDataSetToFolderNode,Save Image (to Folder) (DEPRECATED),image,ComfyUI,built-in node,deprecated/dead,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SaveImageDataSetToFolder', search_aliases=['save folder', 'save to folder', 'save dataset', 'save images', 'export dataset'], display_name='Save Image (to Folder) (DEPRECATED)', category='image', description='Save a dataset of images to a specified folder. Supported formats: PNG.', is_experimental=True, is_output_node=True, is_input_list=True, inputs=[io.Image.Input('images', tooltip='List of images to save.'), io.String.Input('folder_name', default='dataset', tooltip='Name of the folder to save images to (inside output directory).'), io.String.Input('filename_prefix', default='image', tooltip='Prefix for saved image filenames.', advanced=True), io.Combo.Input('mode', default='overwrite', options=['overwrite', 'increment'], tooltip='Whether to overwrite existing files or increment filenames to avoid overwriting.')], outputs=[], is_deprecated=True)","io.Image.Input:images | io.String.Input:folder_name(default='dataset') | io.String.Input:filename_prefix(default='image';advanced=True) | io.Combo.Input:mode(default='overwrite';options=['overwrite', 'increment'])",[],True,[],False,True,SaveImageDataSetToFolderNode.execute (comfy_extras/nodes_dataset.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_dataset.py,SaveImageDataSetToFolderNode,212,,ComfyExtension.get_node_list,COMFY-NODE-0595
SaveImageTextDataSetToFolder,SaveImageTextDataSetToFolderNode,Save Image-Text (to Folder),image,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SaveImageTextDataSetToFolder', search_aliases=['save folder', 'save to folder', 'save dataset', 'save images', 'save text', 'export dataset'], display_name='Save Image-Text (to Folder)', category='image', description='Save a dataset of pairs of images and text captions to a specified folder. Images are saved as PNG files and captions are saved as TXT files with the same filename_prefix.', is_experimental=True, is_output_node=True, is_input_list=True, inputs=[io.Image.Input('images', tooltip='List of images to save.'), io.String.Input('texts', optional=True, force_input=True, tooltip='List of text captions to save.'), io.String.Input('folder_name', default='dataset', tooltip='Name of the folder to save images to (inside output directory).'), io.String.Input('filename_prefix', default='image', tooltip='Prefix for saved image filenames.', advanced=True), io.Combo.Input('mode', default='overwrite', options=['overwrite', 'increment'], tooltip='Whether to overwrite existing files or increment filenames to avoid overwriting.')], outputs=[])","io.Image.Input:images | io.String.Input:texts(optional=True;force_input=True) | io.String.Input:folder_name(default='dataset') | io.String.Input:filename_prefix(default='image';advanced=True) | io.Combo.Input:mode(default='overwrite';options=['overwrite', 'increment'])",[],True,[],False,True,SaveImageTextDataSetToFolderNode.execute (comfy_extras/nodes_dataset.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_dataset.py,SaveImageTextDataSetToFolderNode,262,,ComfyExtension.get_node_list,COMFY-NODE-0596
SaveLatent,SaveLatent,Save Latent,model/latent,ComfyUI,built-in node,active,code-inferred,high,V1,"nodes.py:SaveLatent.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'samples': ('LATENT',), 'filename_prefix': ('STRING', {'default': 'latents/ComfyUI'})}, 'hidden': {'prompt': 'PROMPT', 'extra_pnginfo': 'EXTRA_PNGINFO'}} | nodes.py:SaveLatent.RETURN_TYPES=('LATENT',) | nodes.py:SaveLatent.RETURN_NAMES=('samples',) | nodes.py:SaveLatent.FUNCTION='save'","@classmethod def INPUT_TYPES(s): return {'required': {'samples': ('LATENT',), 'filename_prefix': ('STRING', {'default': 'latents/ComfyUI'})}, 'hidden': {'prompt': 'PROMPT', 'extra_pnginfo': 'EXTRA_PNGINFO'}}","('LATENT',) names=('samples',)",False,False,False,True,save,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,nodes.py,SaveLatent,498,,NODE_CLASS_MAPPINGS,COMFY-NODE-0597
SaveLoRA,SaveLoRA,Save LoRA Weights,model/merging,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='SaveLoRA', search_aliases=['export lora'], display_name='Save LoRA Weights', category='model/merging', is_experimental=True, is_output_node=True, inputs=[io.Custom('LORA_MODEL').Input('lora', tooltip='The LoRA model to save. Do not use the model with LoRA layers.'), io.String.Input('prefix', default='loras/ComfyUI_trained_lora', tooltip='The prefix to use for the saved LoRA file.'), io.Int.Input('steps', optional=True, tooltip='Optional: The number of steps the LoRA has been trained for, used to name the saved file.')], outputs=[])",io.Custom.Input:lora | io.String.Input:prefix(default='loras/ComfyUI_trained_lora') | io.Int.Input:steps(optional=True),[],False,[],False,True,SaveLoRA.execute (comfy_extras/nodes_train.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_train.py,SaveLoRA,1363,,ComfyExtension.get_node_list,COMFY-NODE-0598
SaveSVGNode,SaveSVGNode,Save SVG,image,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return IO.Schema(node_id='SaveSVGNode', search_aliases=['export vector', 'save vector graphics'], display_name='Save SVG', description='Save SVG files on disk.', category='image', inputs=[IO.SVG.Input('svg'), IO.String.Input('filename_prefix', default='svg/ComfyUI', tooltip='The prefix for the file to save. This may include formatting information such as %date:yyyy-MM-dd% or %Empty Latent Image.width% to include values from nodes.')], hidden=[IO.Hidden.prompt, IO.Hidden.extra_pnginfo], is_output_node=True, outputs=[IO.SVG.Output('svg')])",IO.SVG.Input:svg | IO.String.Input:filename_prefix(default='svg/ComfyUI'),IO.SVG.Output:svg,False,[false],False,True,SaveSVGNode.execute (comfy_extras/nodes_images.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_images.py,SaveSVGNode,497,,ComfyExtension.get_node_list,COMFY-NODE-0599
