record_id,path,title,description,role,domain,availability,document_evidence_level,corroboration_status,corroborated_feature_ids,native_parity_treatment
COMFY-DOC-631A11170622,built-in-nodes/HypernetworkLoader.mdx,HypernetworkLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the HypernetworkLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0235,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DA59E1B33583,built-in-nodes/Ideogram4Scheduler.mdx,Ideogram4Scheduler - ComfyUI Built-in Node Documentation,"Complete documentation for the Ideogram4Scheduler node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0237,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DC44C15C343A,built-in-nodes/IdeogramV1.mdx,IdeogramV1 - ComfyUI Built-in Node Documentation,"Complete documentation for the IdeogramV1 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-693928620064,built-in-nodes/IdeogramV2.mdx,IdeogramV2 - ComfyUI Built-in Node Documentation,"Complete documentation for the IdeogramV2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E5ABD9A9FCCE,built-in-nodes/IdeogramV3.mdx,IdeogramV3 - ComfyUI Built-in Node Documentation,"Complete documentation for the IdeogramV3 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0238,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6CE521E0596E,built-in-nodes/IdeogramV4.mdx,IdeogramV4 - ComfyUI Built-in Node Documentation,"Complete documentation for the IdeogramV4 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0239,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-33291D62AB10,built-in-nodes/ImageAddNoise.mdx,ImageAddNoise - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageAddNoise node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0240,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3FE1E8EAF24D,built-in-nodes/ImageBatch.mdx,ImageBatch - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageBatch node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0241,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C882F2CC8A7E,built-in-nodes/ImageBlend.mdx,ImageBlend - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageBlend node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0242,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-BE80D5A97945,built-in-nodes/ImageBlur.mdx,ImageBlur - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageBlur node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0243,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-78FB63B251F0,built-in-nodes/ImageColorToMask.mdx,ImageColorToMask - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageColorToMask node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0244,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-41EC611C0B4F,built-in-nodes/ImageCompare.mdx,ImageCompare - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageCompare node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0245,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-14FFB34AA9FD,built-in-nodes/ImageCompositeMasked.mdx,ImageCompositeMasked - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageCompositeMasked node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0246,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-090E903C2A62,built-in-nodes/ImageCrop.mdx,ImageCrop - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageCrop node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0247,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8CA048D1BEFF,built-in-nodes/ImageCropV2.mdx,ImageCropV2 - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageCropV2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0248,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-27B1FB4EAC87,built-in-nodes/ImageDeduplication.mdx,ImageDeduplication - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageDeduplication node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0249,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B334F47A000B,built-in-nodes/ImageFlip.mdx,ImageFlip - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageFlip node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0250,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-346F8CEEDFBE,built-in-nodes/ImageFromBatch.mdx,ImageFromBatch - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageFromBatch node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0251,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DD6082AE8165,built-in-nodes/ImageGrid.mdx,ImageGrid - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageGrid node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0252,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B94CED9E11DE,built-in-nodes/ImageHistogram.mdx,ImageHistogram - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageHistogram node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0253,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5C9C9606EB9C,built-in-nodes/ImageInvert.mdx,ImageInvert - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageInvert node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0254,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-27BE54D48FE8,built-in-nodes/ImageMergeTileList.mdx,ImageMergeTileList - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageMergeTileList node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0255,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-BAA53A1B9CB7,built-in-nodes/ImageOnlyCheckpointLoader.mdx,ImageOnlyCheckpointLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageOnlyCheckpointLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0256,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2331E36D87E7,built-in-nodes/ImageOnlyCheckpointSave.mdx,ImageOnlyCheckpointSave - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageOnlyCheckpointSave node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0257,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C0861E9C3FC6,built-in-nodes/ImagePadForOutpaint.mdx,ImagePadForOutpaint - ComfyUI Built-in Node Documentation,"Complete documentation for the ImagePadForOutpaint node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0258,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-088D3C78A914,built-in-nodes/ImageQuantize.mdx,ImageQuantize - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageQuantize node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0259,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7ADA0B2E91B9,built-in-nodes/ImageRGBToYUV.mdx,ImageRGBToYUV - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageRGBToYUV node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0260,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-68922C4DA4C1,built-in-nodes/ImageRotate.mdx,ImageRotate - ComfyUI Built-in Node Documentation,"Complete documentation for the ImageRotate node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0261,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
